Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
HS742T_FIBROBLAST	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	3.800095238739296	0.4705531738091487	0.6042756680279536	0.3338581419309156	0.07543508448105243	0.004017396326084506	0.2763391405365081	0.11379776774789616	1.1065122523562794	0.9201256120608508	0.6854743794448505	0.29117402886763455	0.11037687371369319	1.5187611359928395	0.992886094580407	0.6870524093922853	0.42238593429346244	0.47613427089049654	0.24338646981694004	0.2935160941088628	0.3021904333274285	0.22327365496053703	0.04528326075228439	0.20458034850445492	6.313559338490324	0.36986716256651125	0	0.01929305289203031	0.009534087430609765	0.015012699196142416	0.5897014075797078
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
HS746T_STOMACH	7	7	6	7	7	5	7	6	7	7	5	7	6	7	7	7	4	7	5	6	7	7	7	7	5	5	7	0	7	7	0	5.1800046447179	1.9916697527086111	1.4983290524391222	1.626294197188558	0.853007903835508	0.06450126634307772	1.112884496019135	0.42896910299985713	0.03923594826461663	6.125175031708652	0.9251287889017296	1.7909091947981095	0.17772390254089446	1.508822835902223	0.23712834282492834	0.540993580509034	0.7963827627460414	1.3677180741363077	0.7865894009582736	1.1728268865399076	2.3468587200214865	0.6526094989362063	0.006635258133817323	0.11017323475066296	0.26471106306288517	0.19539725113871562	0	0.09898622337137683	0.013962241782267381	0.35069949923121313	3.6036240082641724
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
HS751T_FIBROBLAST	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	1.2903462505147982	0.7757851224215097	0.7405295091291945	0.5282379497276481	0.32264261814661205	0.0498720198252596	0.6654700515745712	0.12357012490239253	2.685254129207243	1.0830236543903085	0.9031333426150286	0.062400005823111226	0.3397781883833353	2.8990896671836444	1.3526709824148726	1.0419566339670239	0.5688595102327955	1.0038800560763095	0.6153409106860778	0.6502287994416014	0.7796097910800266	0.6741870598778159	0.013825112332097399	0.6169260656281778	15.570319765691943	0.34944886625396504	0	0.012536197034732582	0.013766439038826739	0.3979432540475097	0.40370693108270495
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
HS766T_PANCREAS	2	4	2	2	6	3	2	2	2	3	2	3	2	3	2	2	2	2	2	2	3	2	6	2	3	2	2	0	2	3	0	0.9043145926642691	1.9787049271920012	1.0691111687725354	0.8914281948476034	1.2489138585019797	0.2094549661034258	0.7777005822735932	0.5023477797245868	0.11586314700239388	3.226614432268639	0.5671951791309003	0.06865350291777894	0.09316849597096213	0.554898891911585	0.97036484446247	0.22543673428281874	1.1250592472642658	0.004941642115764057	0.6618153580512224	0.7725086165751303	1.4106299844552992	2.053909209255589	5.232949887088081	1.3615398745979597	0.043444262243279845	0.17122711644556302	0	0.013365083751575366	0.00767647165950623	0.17915628708950998	1.267131643488099
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
HS819T_FIBROBLAST	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	1.5973363552836184	0.5992651062171676	0.7237056093718199	0.5349162026590989	0.0634674941764086	0.009756761479552435	0.43450157153442726	0.022588467012494673	0.06356880629829624	1.012834396279537	1.0598740909670636	0.07435560983426055	0.08209436327286218	0.6861740778957252	0.40909539611354	0.607973125880646	0.4557000452664304	0.6975839428539492	0.4137550642075127	0.3716853619444586	1.294969639071461	0.11383679930130917	0.026859874480317483	0.34704931497445846	6.419923494340991	0.1999220813464821	0	0.008734751057488091	0.0076714510763410855	0.08310347232746135	0.7019191713340032
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
HS821T_FIBROBLAST	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	0	2	2	0	1.1658169438463115	0.9516237552325942	0.6112675452202664	0.6200830519707533	0.2504944833580723	0.028987141797989332	0.5550853374931956	0.08011158107902434	2.208672962595	1.2467280353518053	1.4636063655898588	1.1559389814228889	0.13307135056192287	2.715924241788323	1.335739093789758	1.3750486042033652	0.5731243740878913	0.8188383504983159	0.513306988391901	0.6134100067479028	0.8887813038905187	0.1513205615518276	0.008127778281417117	0.7082966694575601	18.782653315395294	0.4903219133890946	0	0.014233985689231248	0.01944471859860538	0.07876330810487989	1.6404930394023935
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
HS822T_FIBROBLAST	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	1.658034050360004	0.7211029462972877	0.6701304722803748	0.5917903618596758	0.06264855876768073	0.014980467608775805	0.3612284036503429	0.040868596298947964	1.0272515318271365	0.8918659628161081	1.3920800794244779	0.03352899906394311	0.0334714255453282	1.005774396696864	1.0923716330236395	0.8943579446636339	0.4852121139630262	0.7126580376595597	0.3906444611181653	0.4434875222962009	1.7242839543402062	0.027110483415894258	0.027600250595680956	0.34680425377253954	12.568154770994095	0.2996757339685338	0	0.009700832817118647	0.012104626011163846	0.654368694345601	3.1416989339498667
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
HS834T_FIBROBLAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9851815061579088	0.4761525693129259	0.726572571567831	0.5048353778140849	0.17889666419775146	0.02049733162282692	0.5874411607053605	0.11421948903312149	1.2430911022017939	1.6644744419536452	0.68913763646681	0.005281612561653356	0.06472277792302376	1.5352809946980377	0.9039732037802244	1.0288955787905154	0.43541399180609897	0.7286929621722453	0.42312264328035587	0.4260815055087147	1.019355612911813	0.14529303049369593	0.004070221652030271	0.4255030220343433	34.30988682677344	0.34228455175833483	0	0.010981319883137844	0.011577464778823654	0.5467895418121065	1.106960597606482
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
HS839T_FIBROBLAST	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	1.369730445135559	0.8394318936651897	0.9237396077622119	0.8989039367459541	0.38264308650504875	0.11753588025947635	0.5627474808842952	0.10116018656730992	1.5617739439362348	2.8773690122667386	1.3172775373407595	0.40930377925621836	0.050275719241300316	1.7849174398524053	1.0253138554783612	0.9302101028327078	0.8169211896072043	0.877464784675976	0.6237998697612422	0.6841883245627493	1.0150567867027585	0.016276254482367615	0.04014495552399207	0.3789316997930941	1.9610600353524021	0.22088712797580007	0	0.016572017876739512	0.016372121701536832	0.0945586598657501	0.8174067645343321
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
HS840T_FIBROBLAST	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	1.9712418454960043	0.8869294149625452	0.929241932316971	0.74757036494795	0.45662747473058557	0.1238590058056574	0.8219714219146835	0.32397207964147745	1.082438398383334	3.3589043640875405	0.5078567770371331	1.3256220179301188	1.2642124955590652	1.9729577836234022	0.8602484169018246	0.6552529768450945	0.752089175742106	0.8207413111307418	0.5434233447665769	0.5990755175711044	0.44420595261333107	0.7181465625029319	3.8411958258950265	0.40727465636629345	5.937131901030938	0.4624187937745347	0	0.0055049510918593145	0.007124207511340314	0.08651868351900086	0.4461451430418619
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
HS852T_SKIN	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	1	2	2	2	0	2	2	0	0.5823284884399808	1.3892433983676225	0.8729826750063014	0.8548202001128294	1.1284197672506533	0.19771856671161964	0.7489039257594778	1.2372889056271266	4.594831325169732	3.641374866123709	0.5274825042372694	0.1742843977174434	0.4967123274241588	3.7819775905307993	3.394349526826428	1.6739159347792043	1.8524207621040427	1.2268069317959989	0.7914666386232333	0.8479233595367331	0.728143626687678	12.421749441227709	3.0829567515115577	0.45792710068063824	0.16074556033978285	0.1654956648490588	0	0.016148999828143887	0.0035445317145921507	5.319689482454882	4.031200061840746
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
HS863T_FIBROBLAST	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	1.961246741088548	0.7611933202312028	0.6370360744820327	0.9050945165681495	0.544330525459994	0.07063932759500212	0.5647858968751712	0.13557843177306408	0.2832850494815389	1.4310570466359251	1.0326938901688196	0.10197734142956794	0.10728136318623784	0.6234388203283483	0.455757737355149	0.7961838075550186	0.631044480610344	0.9461784924101004	0.49401552032505514	0.8675747545707857	0.8820935643443266	0.039736218488760855	0.012194543437684287	0.39603751454412617	12.615197012928721	0.40670682184141	0	0.016051820006169216	0.006406264118724624	0.1635032357949539	0.680573572919375
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
HS870T_FIBROBLAST	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	1.3307946663443047	0.9000750156651216	0.5966670039006148	1.0056775734629724	0.4912118044686956	0.10623584299307537	0.6249274477645913	0.15980673306150067	5.171949890902439	2.5930590502262305	1.4139641966265748	0.03710760948854201	0.10240106223662679	3.888438436844943	2.173772028314054	1.5157895090550177	0.5176137347896648	1.0628473834284857	0.5356191782961913	0.956155169178923	0.6064978051515728	0.01596106273775919	0.008578864171233722	0.3751092103492389	9.362265364021518	0.12311308856964616	0	0.015760280540245204	0.020403649983148017	0.1136269223518457	0.740695427298473
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
HS888T_FIBROBLAST	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	1.8642708284262353	0.9564351563360055	1.2439909869431633	0.8524984936240604	0.3104755244166668	0.10516189713191536	0.6245152328164577	0.2361895537651002	11.969839285612258	4.2479431020750615	0.9297993090701033	1.3961328172845062	0.10726168833119044	9.478093556500147	9.594809689407903	3.7846379680923277	0.6574738123260976	0.9511538067166468	0.6783170696219694	0.7707952757444169	0.8505140379105784	0.0028890389738388898	0.018205838122602274	0.4762446500139434	5.928844017463307	1.4335604771164143	0	0.030520180560162907	0.0009237873023866229	0.35368780902381025	1.5498485604458154
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
HS895T_FIBROBLAST	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	1.8337590172292253	0.7645816961527766	0.7879757831587587	0.9340383937133504	0.2950457651190116	0.03209335716914427	0.5372119413594307	0.1600845729670609	2.592180429391483	2.275359109394632	0.5281504787448916	0.36032296908573935	0.23527285355449762	2.935693435743268	1.6595726115272775	0.9454830637740076	0.40079855479561827	0.8659564037084484	0.35570655669129075	0.7705663678601516	0.3245958830544126	0.011758373030327866	0.02313962962066715	0.23466122328493355	6.2616839895076195	0.6524428090415276	0	0.019373083333656508	0.005372023986704818	0.06346600797610917	0.6430748905489069
